title,lyric,themes,reference,url
Pour Your Oil,Verse 1 Won’t You pour out on us Won’t You pour out on us Won’t You pour out on us Won’t You pour out on us Verse 2 Pour Your oil on us Won’t You pour out on us Pour Your oil on us Won’t You pour out on us Verse 3 Pour Your love on us Won’t You pour out on us Pour Your love on us Won’t You pour out on us Verse 4 Pour Your healing on us Won’t You pour out on us Pour Your healing on us Won’t You pour out on us Verse 5 Pour Your glory on us Won’t You pour out on us Pour Your glory on us Won’t You pour out on us Vamp Pour it out Pour it out Pour it out Pour it out Pour it out Pour it out Pour it out,"['Call to Worship', 'Gods Attributes', 'Grace & Mercy']","['Heb 1.9', 'Isa 61.1', 'Exod 29.7', 'Mark 6.13']",https://www.worshiptogether.com/songs/pour-your-oil-tasha-cobbs-leonard/
Love So Holy,"Intro Verse 1 God of all exi stence Sovereign with no en d An architect of wo nder From dust You made a ma n Speaking light from no thing The universe agl ow Shining just to sh ow me Chorus You lo ve me, You lo ve me You lo ve me. This I kn ow, this I know You lo ve me, You lo ve me You lo ve me. This I kn ow, this I know Verse 2 Eyes as wild as fi re Hair as white as wo ol A voice with strength like th under You reign in humble ru le You left Your crown for su ffering For death upon a cr oss You gave Your life to te ll me REPEAT CHORUS Bridge I’ve never known a love so holy I’ve never known a heart so kind I just want to bring You worship I just want to yield my life I don’t want to miss one moment I don’t want to turn away I just want to bring You reverence I just want to love You the same REPEAT BRIDGE REPEAT CHORUS Instrumental 1 REPEAT CHORUS down REPEAT INSTRUMENTAL 1 X2 Instrumental 2 REPEAT CHORUS REPEAT INSTRUMENTAL 1 X3 Final Chord","['Adoration & Praise', 'Call to Worship', 'Gods Attributes', 'Peace & Hope']","['Ps 86.15', 'Ps 95.1-11', 'Rom 5.8', '1 John 3.1']",https://www.worshiptogether.com/songs/love-so-holy-kari-jobe/
Light Of The World (Sing Hallelujah),"Intro Verse 1 Light of the World Treasure of Heaven Brilliant like the stars In the wintery sky Joy of the Father Reach through the darkness Shine across the earth Send the shadows to flight Verse 2 Light of the World From the be ginning The tragedies of time Were no match for Your love From great heights of glory You saw my story God, You entered in And be came one of us Chorus Sing halle lujah Sing hallelujah Sing hallelujah For the things He has done Come and a dore Him Bow down before Him Sing hallelujah To the Light of the World Turnaround Verse 3 Light of the World Crown in a manger Born for the cross To suffer, to save High King of Heaven Death is the poorer We are the richer By the price that He paid REPEAT CHORUS Turnaround Verse 4 Light of the World Soon will be coming With fire in His eyes He will ransom His own Through clouds He will lead us Straight into glory And there He shall reign Forever more, for evermore REPEAT CHORUS Outro","['Adoration & Praise', 'Christmas']","['Matt 5.14-16', 'Col 1.13-14']",https://www.worshiptogether.com/songs/light-of-the-world-sing-hallelujah-we-the-kingdom/
We Three Kings (We’re Not Lost),"Intro Verse 1 We three kings of Orient are Bearing gifts, we traverse a far Field and fountain, moor and mountain Following yonder star Verse 2 Born a King on Bethlehem’s plain Gold I bring to crown Him a gain King for ever, ceasing never Over us all to reign Chorus Oh oh Star of wonder, star of night Star with royal beauty bright Westward leading, still pro ceeding Guide us to thy perfect light Verse 3 Frankincense and myrrh I bring See Him there, our Savior and King Heaven sings Halle lujah Halle lujah, the earth will sing REPEAT CHORUS Tag Guide us to thy perfect light Instrumental REPEAT INSTRUMENTAL Bridge In the dark, we’re not lost When it’s hard, we’re not lost Don’t lose heart We’re never truly lost REPEAT BRIDGE Chorus Star of wonder, star of night Star with royal beauty bright Westward leading, still pro ceeding Guide us to thy perfect light REPEAT CHORUS Ending Guide us to thy perfect light Guide us to thy perfect Light",['Christmas'],['Matt 2.9-11'],https://www.worshiptogether.com/songs/we-three-kings-we-re-not-lost-rend-collective/
Emmanuel You’re One Of Us,"Intro Verse 1 It just doesn’t feel like Christmas at all It’s so hard to for get about all that went on Some friends lost their jobs and some family too Some people said it was all down to You Chorus I know, Em manuel, You’re one of us You left Your throne to wear our scars Though Christmas lights may lose their spark And winter’s cold may break our hearts Oh, Christmas means, Em manuel You’re one of us Verse 2 Maybe it is Christmas time after all The carols are soaring, the fire’s roaring on This year’s had its trials, but sweet mercies too Glad tidings of joy and they’re all down to You REPEAT CHORUS Turnaround Bridge 1 So sister and brother, be kind to each other We’ve all had a journey, our own path to wander The light will come Just know you’re not a lone Bridge 2 So sister and brother, be kind to each other We’ve all had a journey, our own path to wander The light will come Just know you’re not a lone REPEAT BRIDGE 2 Chorus I know, Em manuel, You’re one of us You left Your throne to wear our scars Though Christmas lights may lose their spark And winter’s cold may break our hearts Oh, Christmas means, Em manuel You’re one of us Tag Oh, Christmas means, Em manuel You’re one of us",['Christmas'],['Matt 1.23'],https://www.worshiptogether.com/songs/emmanuel-you-re-one-of-us-rend-collective/
O Come All Ye Faithful (His Name Shall Be),"Intro Verse 1 O come, all ye faithful Joyful and tri um- phant O come ye, o come ye to Beth - le hem Come and be hold Him Born the King of angels Refrain O come, let us adore Him O come, let us a dore Him O come, let us a dore Him Christ the Lord Interlude Verse 2 Sing, choirs of angels Sing in exul ta- tion Sing, all ye citizens Of heav'n a bove Glo- ry to God, all Glory in the highest REPEAT REFRAIN Turnaround Verse 3 Yea Lord, we greet Thee Born this happy morn- ing Jesus, to Thee be all Glo - ry giv'n Word of the Fa- ther Now in flesh ap pearing COLUMN_BREAK Refrain O come, let us adore Him O come, let us a dore Him O come, let us a dore Him Christ the Lord The Lord Bridge His name shall be wonderful, counselor His name shall be Everlasting Father His name shall be Prince of Peace, Mighty God His name shall be Emmanuel Refrain We’ll praise Your name for ever We’ll praise Your name for ev- er We’ll praise Your name for ev- er Christ the Lord Refrain We’ll praise Your name for ever We’ll praise Your name for ev- er We’ll praise Your name for ev- er Christ the Lord The Lord Final Bridge His name shall be wonderful, counselor His name shall be Everlasting Father His name shall be Prince of Peace, Mighty God His name shall be Emmanuel","['Adoration & Praise', 'Christmas']",['Luke 2.15-16'],https://www.worshiptogether.com/songs/o-come-all-ye-faithful-his-name-shall-be-passion/
O Holy Night,"Intro Verse 1 O holy night, the stars are brightly shining It is the night of our dear Savior's birth Long lay the world, in sin and error pining 'Til He ap peared and the soul felt its worth A thrill of hope The weary world re joic - es For yonder breaks A new and glorious morn Refrain Fall on your knees O hear the angel voic - es O night di vine O night when Christ was born O night di vine O night, O night di vine Turnaround Verse 2 Truly He taught us to love one a nother His law is love and His gospel is peace Chains He shall break, for the slave is our brother And in His name all op pression shall cease Sweet hymns of joy In grateful chorus raise we Let all with in us Praise His holy name Refrain Christ is the Lord O praise His name for - e ver His pow- er and glo - ry Ev - er more pro claim His pow - er And glo - ry Ev - er more pro claim Refrain Fall on your knees O hear the angel voic - es O night di vine O night when Christ was born O night di vine O night, O holy night",['Christmas'],['Luke 2.14'],https://www.worshiptogether.com/songs/o-holy-night-passion/
Hush,"Intro Verse 1 Holy in our ho mes Holy in our he arts Glory’s come down Heaven’s come to us Verse 2 Hold the infant Ki ng Born to set us fr ee Hope’s a live now Waiting here for us Chorus So hush now, hear the holy sound Don’t rush now, this is holy ground Turnaround Verse 3 Our glowing finer y Presents under tr ees Our trad itions Invite us to re ceive Verse 4 Will we make the ro om Room for you to mo ve? Hearts a wakened To holy myster y REPEAT CHORUS REPEAT TURNAROUND 2x Bridge These sacred rhythms we rehearse Re peat the sounding joy So now with hosts of angels we Sing glory to the Lord Hallelujah, love incarnate We receive You, God with us Em manuel, the Prince of Peace We crown You Savior, King of kings Final Chorus So hush now, hear the holy sound Don’t rush now, this is holy ground We're on holy ground Instrumental","['Adoration & Praise', 'Christmas']",['Isa 9.6-7'],https://www.worshiptogether.com/songs/hush-passion/
Your Presence Is A Promise,Intro Verse 1 You are with me You are for me You’re not leaving So I’m not folding When shadows hover You’re still right here You are my cover I will not fear Turnaround Chorus Like the stars You will shine Brighter with the night Even in the darkness Your presence is a promise In the valley I know You won’t let me go Even in the darkness Your presence is a promise over Me Your pres ence is a promise over Me Verse 2 In my weakness You’re my courage You will guard me You’re my fortress Your word is steady My solid ground You’ve never left me You won’t start now Turnaround REPEAT CHORUS Bridge You’ve al ways been there for me You’ll be there every time Your Spir it is my vision Your prom ise is my sight My God is ever faithful Your word has taught me well I will not fear the future If You’re already there REPEAT BRIDGE Instrumental REPEAT CHORUS,"['Faith & Trust', 'Gods Attributes']","['Ps 23.4', 'Deut 7.9', 'Rev 14.12']",https://www.worshiptogether.com/songs/your-presence-is-a-promise-mack-brock/
Thy Kingdom Come,Intro Verse 1 I can feel the shifting in the heavens I can feel a stirring in the wind Even in the chaos there’s a hunger Once again Verse 2 Even in the silence there’s a longing A turning from our sin and bowing down Back to where Faith was the foun dation Holy ground Chorus 1 Let your presence rush in like a flood Let your will be done Thy kingdom come Fall upon this place again fall on every heart As it is with you Thy kingdom come REPEAT VERSE 2 REPEAT CHORUS TURNAROUND Vamp | Cm / / / |Eb / / / | Gm / / / | F / / / | | Cm / / / |Eb / / / | Gm / / / | F / / / | Bridge Let there be a turning a humble returning Let there be a turning a humble returning to you Let there be a stirring a passion returning A fire that’s burning a passion returning To you Let there be a stirring a passion returning A fire that’s burning a passion returning To you Chorus 2 Let your presence rush in like a flood Let your will be done Thy kingdom come Fall upon this place again fall on every heart As it is with you Thy kingdom come Come Tag Come Come Thy Kingdom come Come Come Come Outro Thy Kingdom come Thy Kingdom come Thy will be done As it is with You,"['Call to Worship', 'Faith & Trust', 'Prayer & Renewal']",['Matt 6.8-10'],https://www.worshiptogether.com/songs/thy-kingdom-come-rita-springer/
